CALLE;NUMERO;M2;DOLARES;U_S_M2;PISO;AMBIENTES;DORMITORIO;ANTIGUEDAD;A_ESTRENAR;FRENTE_Y_CONTRA;EDIFICACION;BAUL;COCHERA;BANIOS;LAVADERO;DEPENDENCIA;TERRAZA;OBS1;FUENTE;DIRECCION;NOMB_CA_CO;AV_SCORE;AV_SIDE;BARRIOS;COMUNA;AREA;ZONA
        OLAVARRIA;1000;38;59000;1552,6;;2;1;40;;LATERAL;;;;1;;;;;ZONAPROP/BARRACAS;1000 OLAVARRIA;OLAVARRIA;100;L;BOCA;4;5.024.629.902;4
        BEIRO, FRANCISCO;3300;155;350000;2258,1;15;3;3;40;;FRENTE;SEMIPISO;SI;;2;SI;SI;BALCON;;ARGENPROP.COM/VILLADELPARQUE;3300 BEIRO, FRANCISCO;AV. FRANCISCO BEIRO;95;L;VILLA DEL PARQUE;11;3.398.880.018;3
        PAYSANDU;900;127;165000;1299,2;;4;3;;;FRENTE;;;;1;;;TERRAZA;;ZONAPROP/CABALLITO;900 PAYSANDU;PAYSANDU;100;L;CABALLITO;6;6.851.079.059;3
        REGIMIENTO DE PATRICIOS;300;58;112000;1931;;2;1;;;FRENTE;;;;2;;;TERRAZA;;ZONAPROP/BARRACAS;300 REGIMIENTO DE PATRICIOS;AV. REGIMIENTO DE PATRICIOS;100;L;BARRACAS;4;7.878.302.179;4
        BEIRO, FRANCISCO;3700;61;139000;2278,7;;2;1;1;;;;;;1;;;BALCON;;ARGENPROP.COM/VILLADEVOTO;3700 BEIRO, FRANCISCO;AV. FRANCISCO BEIRO;95;L;VILLA DEL PARQUE;11;3.398.880.018;3
        RIVADAVIA;3500;85;190000;2235,3;2;4;3;30;;FRENTE;;SI;;1;SI;SI;TERRAZA;;BUSCAINMUEBLE/ALMAGRO;3500 RIVADAVIA;AV. RIVADAVIA;100;L;ALMAGRO;5;4.051.222.618;3
        CULLEN;5100;170;250000;1470,6;;4;3;60;;FRENTE;;;;3;SI;;TERRAZA;;ZONAPROP/COGHLAN;5100 CULLEN;CULLEN;100;L;VILLA URQUIZA;12;5.448.470.069;3
        VIAMONTE;2000;33;85000;2575,8;;1;1;;A ESTRENAR;FRENTE;;;;0;SI;;BALCON;;ARGENPROP.COM/BALVANERA;2000 VIAMONTE;VIAMONTE;100;L;BALVANERA;3;4.341.063.997;3
        GUARDIA VIEJA;4200;53;95000;1792,5;1;0;0;10;;FRENTE;LOFT;;;0;;;BALCON;;INMUEBLESCLARIN.COM/ALMAGRO;4200 GUARDIA VIEJA;GUARDIA VIEJA;100;L;ALMAGRO;5;4.051.222.618;3
        FALCON, RAMON L.,CNEL.;7200;56;75000;1339,3;7;3;2;38;;CONTRAFRENTE;;;;0;;;;;ZONAPROP.COM_LINIERS;7200 FALCON, RAMON L.,CNEL.;CNEL. RAMON L. FALCON;84;L;LINIERS;9;4.374.207.539;3
        DIRECTORIO;1800;77;152000;1974;;3;2;;A ESTRENAR;CONTRAFRENTE;;;;2;SI;;TERRAZA;;ZONAPROP/FLORES;1800 DIRECTORIO;AV. DIRECTORIO;100;L;FLORES;7;8.594.550.061;3
        DEL LIBERTADOR;4500;215;545000;2534,9;;3;3;;;;;SI;SI;3;SI;SI;BALCON;;ARGENPROP.COM/PALERMO;4500 DEL LIBERTADOR;AV. DEL LIBERTADOR;100;L;PALERMO;14;15.773.573.191;2
        BEIRO, FRANCISCO;4500;21;60000;2857,1;3;0;0;15;;CONTRAFRENTE;;;;1;;;;;ARGENPROP.COM/VILLADEVOTO;4500 BEIRO, FRANCISCO;AV. FRANCISCO BEIRO;95;L;VILLA DEVOTO;11;6.403.818.336;3
        BEIRO, FRANCISCO;4500;48;130000;2708,3;;2;1;;A ESTRENAR;CONTRAFRENTE;;;SI;1;SI;;;;ARGENPROP.COM/VILLADEVOTO;4500 BEIRO, FRANCISCO;AV. FRANCISCO BEIRO;95;L;VILLA DEVOTO;11;6.403.818.336;3
        PICHEUTA;1500;61;105000;1721,3;PB;2;1;6;;FRENTE;;;;0;;;PATIO;;ZONAPROP.COM_PARQUE CHACABUCO;1500 PICHEUTA;PICHEUTA;100;L;PARQUE CHACABUCO;7;3.833.086.018;4
        BEIRO, FRANCISCO;4900;32;73000;2281,3;;1;0;;;CONTRAFRENTE;;;;0;;;BALCON;;ARGENPROP.COM/VILLADEVOTO;4900 BEIRO, FRANCISCO;AV. FRANCISCO BEIRO;95;L;VILLA DEVOTO;11;6.403.818.336;3
        SANTA FE;3500;38;92000;2421,1;1;2;1;35;;LATERAL;;;;0;SI;;;;INMUEBLESCLARIN.COM/BARIO NORTE;3500 SANTA FE;AV. SANTA FE;100;L;PALERMO;14;15.773.573.191;2
        RIVADAVIA;2200;125;142000;1136;;4;3;;;FRENTE;;SI;;0;SI;SI;TERRAZA;;ZONAPROP/BALVANERA;2200 RIVADAVIA;AV. RIVADAVIA;100;L;BALVANERA;3;4.341.063.997;3
        PLAZA;1400;74;180000;2432,4;;3;2;10;;CONTRAFRENTE;;SI;SI;2;SI;;TERRAZA;;ZONAPROP/BELGRANO;1400 PLAZA;PLAZA;100;L;VILLA ORTUZAR;15;1.853.740.362;3
        RIO DE JANEIRO;800;50;105000;2100;;1;0;;;;;;;0;;;;;ZONAPROP.COM_PARQUE CENTENARIO;800 RIO DE JANEIRO;RIO DE JANEIRO;100;L;CABALLITO;6;6.851.079.059;3
        SAN MARTIN;900;54;98000;1814,8;;2;1;50;;CONTRAFRENTE;;;;0;;;BALCON;;ZONAPROP.COM_RETIRO;900 SAN MARTIN;SAN MARTIN;100;L;RETIRO;1;4.547.765.746;1
        GRIVEO;2500;67;118000;1761,2;;2;1;10;;;;;;0;;;TERRAZA;;ZONAPROP.COM_VILLA PUEYRREDON;2500 GRIVEO;GRIVEO;100;L;VILLA PUEYRREDON;12;3.302.910,10;3
        SALGUERO, JERONIMO;2200;70;195000;2785,7;7;2;2;40;;CONTRAFRENTE;SEMIPISO;SI;SI;1;SI;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;2200 SALGUERO, JERONIMO;JERONIMO SALGUERO;96;L;PALERMO;14;15.773.573.191;2
        BELAUSTEGUI, LUIS, DR.;900;82;125000;1524,4;;3;2;30;;FRENTE;;;;2;SI;SI;BALCON;;ZONAPROP.COM_PATERNAL;900 BELAUSTEGUI, LUIS, DR.;DR. LUIS BELAUSTEGUI;57;L;VILLA CRESPO;15;3.613.373.642;3
        MOSCONI, GRAL.;3100;35;69000;1971,4;;0;0;4;;CONTRAFRENTE;;;;1;;;;;ARGENPROP.COM/VILLAPUEYRREDON;3100 MOSCONI, GRAL.;AV. GRAL. MOSCONI;90;L;VILLA PUEYRREDON;12;3.302.910,10;3
        DIAZ VELEZ;3500;134;199000;1485,1;1;3;3;1;;FRENTE;SEMIPISO;;;2;SI;;;;ARGENPROP.COM/ALMAGRO;3500 DIAZ VELEZ;AV. DIAZ VELEZ;100;L;ALMAGRO;5;4.051.222.618;3
        HOMERO;1200;60;83900;1398,3;2;3;2;30;;FRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/VELEZSARSFIELD;1200 HOMERO;HOMERO;100;L;PARQUE AVELLANEDA;9;5.034.992.076;4
        BELAUSTEGUI, LUIS, DR.;2700;43;82000;1907;4;2;1;;;FRENTE;;;;1;;;TERRAZA;;ARGENPROP.COM/VILLAGENERALMITRE;2700 BELAUSTEGUI, LUIS, DR.;DR. LUIS BELAUSTEGUI;57;L;VILLA GRAL. MITRE;11;2.162.702.276;3
        BELAUSTEGUI, LUIS, DR.;2700;85;169000;1988,2;2;4;3;5;;FRENTE;;;SI;2;SI;;BALCON;;ARGENPROP.COM/VILLAGENERALMITRE;2700 BELAUSTEGUI, LUIS, DR.;DR. LUIS BELAUSTEGUI;57;L;VILLA GRAL. MITRE;11;2.162.702.276;3
        PIRAN;6200;73;88500;1212,3;;1;1;;;;;;;2;;;;;ARGENPROP.COM/VILLAURQUIZA;6200 PIRAN;PIRAN;100;L;VILLA URQUIZA;12;5.448.470.069;3
        DEAN FUNES;700;55;105000;1909,1;5;2;1;5;;;;;;0;;;TERRAZA;;ZONAPROP.COM_SAN CRISTOBAL;700 DEAN FUNES;DEAN FUNES;100;L;BALVANERA;3;4.341.063.997;3
        BELAUSTEGUI, LUIS, DR.;3000;39;95000;2435,9;;2;1;3;;FRENTE;;;;0;;;;;ZONAPROP.COM_VILLA DEL PARQUE;3000 BELAUSTEGUI, LUIS, DR.;DR. LUIS BELAUSTEGUI;57;L;VILLA SANTA RITA;11;2.153.947.048;3
        BELAUSTEGUI, LUIS, DR.;3000;42;86598;2061,9;;2;1;;;;;;;0;SI;;;;ZONAPROP.COM_VILLA SANTA RITA;3000 BELAUSTEGUI, LUIS, DR.;DR. LUIS BELAUSTEGUI;57;L;VILLA SANTA RITA;11;2.153.947.048;3
        CIUDAD DE LA PAZ;3500;69;190000;2753,6;2;3;2;;10;CONTRAFRENTE;;;;2;SI;;TERRAZA;;BUSCAINMUEBLE/NUÑEZ;3500 CIUDAD DE LA PAZ;CIUDAD DE LA PAZ;100;L;NUÑEZ;13;4.351.538.489;2
        SERRANO;400;55;104000;1890,9;;3;2;40;;LATERAL;;;;0;SI;SI;;;ZONAPROP.COM_VILLA CRESPO;400 SERRANO;SERRANO;100;L;VILLA CRESPO;15;3.613.373.642;3
        MIGUELETES;1100;170;485000;2852,9;;1;0;30;;;;;SI;0;SI;SI;;;INMUEBLESCLARIN.COM/BELGRANO;1100 MIGUELETES;MIGUELETES;100;L;PALERMO;14;15.773.573.191;2
        SUCRE, ANTONIO JOSE DE, MCAL.;800;90;292000;3244,4;;3;2;;;FRENTE;;SI;SI;2;;;TERRAZA;;ZONAPROP/BELGRANO;800 SUCRE, ANTONIO JOSE DE, MCAL.;MARISCAL ANTONIO JOSE DE SUCRE;95;L;BELGRANO;13;7.929.988.805;2
        LACROZE, FEDERICO;1800;38;94000;2473,7;;2;1;50;;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/PALERMO;1800 LACROZE, FEDERICO;FEDERICO LACROZE;96;L;PALERMO;14;15.773.573.191;2
        ROOSEVELT FRANKLIN D.;5700;64;104400;1631,3;;1;1;1;;;;;;1;;;TERRAZA;;ARGENPROP.COM/VILLAURQUIZA;5700 ROOSEVELT FRANKLIN D.;AV. FRANKLIN D. ROOSEVELT;96;L;VILLA URQUIZA;12;5.448.470.069;3
        CHACO;100;140;258000;1842,9;;4;4;35;;FRENTE;;;SI;4;SI;SI;TERRAZA;;ZONAPROP/CABALLITO;100 CHACO;CHACO;100;L;CABALLITO;6;6.851.079.059;3
        LAS HERAS, GRAL.;3500;37;109000;2945,9;;1;1;4;;CONTRAFRENTE;;;;0;;;BALCON;;ARGENPROP.COM/BARRIONORTE;3500 LAS HERAS, GRAL.;AV. GRAL. LAS HERAS;91;L;PALERMO;14;15.773.573.191;2
        SANTA FE;3800;222;440000;1982;8;4;4;50;;FRENTE;;SI;;2;SI;SI;BALCON;;ARGENPROP.COM/PALERMO;3800 SANTA FE;AV. SANTA FE;100;L;PALERMO;14;15.773.573.191;2
        HELGUERA;1900;72;139000;1930,6;;3;2;;A ESTRENAR;FRENTE;;;;0;SI;SI;;;ZONAPROP.COM_VILLA DEL PARQUE;1900 HELGUERA;HELGUERA;100;L;VILLA SANTA RITA;11;2.153.947.048;3
        TUCUMAN;2400;78;149000;1910,3;2;3;2;70;;CONTRAFRENTE;;;;2;SI;SI;;;BUSCAINMUEBLE/ONCE;2400 TUCUMAN;TUCUMAN;100;L;BALVANERA;3;4.341.063.997;3
        GALLARDO, ANGEL;100;105;137000;1304,8;;3;2;;;FRENTE;;;;0;;;;RECIC;ZONAPROP.COM_PARQUE CENTENARIO;100 GALLARDO, ANGEL;AV. ANGEL GALLARDO;95;L;VILLA CRESPO;15;3.613.373.642;3
        BELGRANO;1100;76;150000;1973,7;;3;2;;;;;;;0;;;;;ZONAPROP.COM_MONSERRAT;1100 BELGRANO;AV. BELGRANO;100;L;MONTSERRAT;1;2.200.624.563;1
        BELGRANO;1100;89;180000;2022,5;;4;3;50;;FRENTE;;;;2;SI;SI;TERRAZA;;ZONAPROP.COM_MONSERRAT;1100 BELGRANO;AV. BELGRANO;100;L;MONTSERRAT;1;2.200.624.563;1
        BELGRANO;1300;27;71500;2648,1;;1;0;;A ESTRENAR;CONTRAFRENTE;;;;0;;;;;ZONAPROP.COM_MONSERRAT;1300 BELGRANO;AV. BELGRANO;100;L;MONTSERRAT;1;2.200.624.563;1
        BELGRANO;1300;28;66000;2357,1;5;0;0;;A ESTRENAR;CONTRAFRENTE;;;SI;1;;;TERRAZA;;ARGENPROP.COM/BALVANERA;1300 BELGRANO;AV. BELGRANO;100;L;MONTSERRAT;1;2.200.624.563;1
        TRIUNVIRATO;3300;46;95000;2065,2;;1;1;;A ESTRENAR;CONTRAFRENTE;;;;0;;;;;ARGENPROP.COM/VILLAURQUIZA;3300 TRIUNVIRATO;AV. TRIUNVIRATO;100;L;VILLA ORTUZAR;15;1.853.740.362;3
        GUEMES;3700;254;480000;1889,8;;3;3;57;;CONTRAFRENTE;;;;1;;SI;PATIO;;ARGENPROP.COM/PALERMO;3700 GUEMES;GÜEMES;100;L;PALERMO;14;15.773.573.191;2
        LLAVALLOL;4700;73;99000;1356,2;;3;2;;;;;;;2;SI;;PATIO;;ZONAPROP.COM_VILLA PUEYRREDON;4700 LLAVALLOL;LLAVALLOL;100;L;VILLA DEVOTO;11;6.403.818.336;3
        YRIGOYEN, HIPOLITO;3800;48;70000;1458,3;2;2;1;;;FRENTE;POR ESCALERA;;;0;;;BALCON;;ARGENPROP.COM/ALMAGRO;3800 YRIGOYEN, HIPOLITO;AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5;4.051.222.618;3
        BELGRANO;1500;72;160000;2222,2;;3;2;45;;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/BALVANERA;1500 BELGRANO;AV. BELGRANO;100;L;MONTSERRAT;1;2.200.624.563;1
        GORDILLO, TIMOTEO;1300;55;92000;1672,7;2;2;1;25;;CONTRAFRENTE;;;;0;;;;;ZONAPROP.COM_MATADEROS;1300 GORDILLO, TIMOTEO;TIMOTEO GORDILLO;96;L;LINIERS;9;4.374.207.539;3
        PALMAR;7232;110;220000;2000;;3;2;20;;FRENTE;;;SI;2;SI;SI;TERRAZA;;ZONAPROP.COM_LINIERS;7232 PALMAR;PALMAR;100;L;LINIERS;9;4.374.207.539;3
        BELGRANO;1700;60;88000;1466,7;;3;2;100;;INTERNO;;;;0;;;;;ZONAPROP.COM_MONSERRAT;1700 BELGRANO;AV. BELGRANO;100;L;MONTSERRAT;1;2.200.624.563;1
        BELGRANO;1700;180;350000;1944,4;;4;3;28;;FRENTE;;SI;SI;4;SI;SI;TERRAZA;;ZONAPROP/CONGRESO;1700 BELGRANO;AV. BELGRANO;100;L;MONTSERRAT;1;2.200.624.563;1
        GALLARDO, ANGEL;100;80;135000;1687,5;;3;2;35;;CONTRAFRENTE;;SI;;0;SI;;;;INMUEBLESCLARIN.COM/ALMAGRO;100 GALLARDO, ANGEL;AV. ANGEL GALLARDO;95;L;VILLA CRESPO;15;3.613.373.642;3
        ESTADO DE ISRAEL;4700;107;205000;1915,9;3;4;3;45;;CONTRAFRENTE;;;;2;SI;SI;TERRAZA;;ARGENPROP.COM/VILLACRESPO;4700 ESTADO DE ISRAEL;AV. ESTADO DE ISRAEL;100;L;ALMAGRO;5;4.051.222.618;3
        BELGRANO;2000;140;230000;1642,9;PB;2;2;99;;CONTRAFRENTE;DUPLEX;;;2;SI;;;;ARGENPROP.COM/BALVANERA;2000 BELGRANO;AV. BELGRANO;100;L;BALVANERA;3;4.341.063.997;3
        PILAR;600;34;60000;1764,7;1;0;0;;A ESTRENAR;FRENTE;;;SI;1;SI;;BALCON;;ARGENPROP.COM/VILLALURO;600 PILAR;PILAR;37;;LINIERS;9;4.374.207.539;3
        RIVADAVIA;1900;80;115000;1437,5;;3;2;85;;LATERAL;;;;0;SI;SI;BALCON;;ZONAPROP.COM_MONSERRAT;1900 RIVADAVIA;AV. RIVADAVIA;100;L;BALVANERA;3;4.341.063.997;3
        MILLER;2200;50;125000;2500;7;2;1;;A ESTRENAR;FRENTE;SEMIPISO;;SI;0;SI;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;2200 MILLER;MILLER;100;L;VILLA URQUIZA;12;5.448.470.069;3
        VARELA, JOSE PEDRO;4500;36;75000;2083,3;3;2;1;35;;LATERAL;;;;1;SI;;BALCON;;ARGENPROP.COM/VILLADEVOTO;4500 VARELA, JOSE PEDRO;JOSE PEDRO VARELA;96;L;VILLA DEVOTO;11;6.403.818.336;3
        HORNOS, GRAL.;1100;54;91000;1685,2;3;1;0;;;CONTRAFRENTE;;;SI;0;SI;;;;INMUEBLESCLARIN.COM/BARRACAS;1100 HORNOS, GRAL.;GENERAL HORNOS;90;L;BARRACAS;4;7.878.302.179;4
        SAN LORENZO;300;238;320000;1344,5;;6;5;95;;FRENTE;DUPLEX;;;3;SI;SI;TERRAZA;;ZONAPROP.COM_SAN TELMO;300 SAN LORENZO;SAN LORENZO;100;L;SAN TELMO;1;1.233.152,82;4
        SAAVEDRA;700;34;67500;1985,3;;0;0;3;;FRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/BALVANERA;700 SAAVEDRA;SAAVEDRA;100;L;BALVANERA;3;4.341.063.997;3
        CORDOBA;3400;103;145000;1407,8;1;4;3;;;;;SI;;0;SI;;TERRAZA;;INMUEBLESCLARIN.COM/BALVANERA;3400 CORDOBA;AV. CORDOBA;100;L;RECOLETA;2;6.146.826.409;2
        CONDARCO;4800;55;125000;2272,7;7;1;1;;;CONTRAFRENTE;;;SI;0;SI;;BALCON;;ARGENPROP.COM/VILLAPUEYRREDON;4800 CONDARCO;CONDARCO;100;L;VILLA PUEYRREDON;12;3.302.910,10;3
        JURAMENTO;1900;196;420000;2142,9;;5;3;45;;FRENTE;;SI;SI;2;SI;SI;TERRAZA;;ZONAPROP/BELGRANO;1900 JURAMENTO;AV. JURAMENTO;37;;BELGRANO;13;7.929.988.805;2
        COSSENTTINI, OLGA;1300;149;635000;4261,7;;4;3;;;FRENTE;;;SI;3;;;;;ZONAPROP/PUERTO MADERO;1300 COSSENTTINI, OLGA;OLGA COSSETTINI;96;L;PUERTO MADERO;1;5.025.406.025;1
        CORDOBA;5800;74;152440;2060;;1;1;;;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/PALERMO;5800 CORDOBA;AV. CORDOBA;100;L;CHACARITA;15;3.118.091.649;3
        PRUDAN MANUEL SILVESTRETTE.;1200;25;58000;2279,9;;1;1;40;;CONTRAFRENTE;;;;1;;;TERRAZA;;ZONAPROP/BOEDO;1200 PRUDAN MANUEL SILVESTRETTE.;TTE. MANUEL SILVESTRE PRUDAN;33;;SAN CRISTOBAL;3;2.043.952.644;4
        QUINTANA, MANUEL, PRES.;200;22;95000;4318,2;;1;0;40;;INTERNO;;;;0;;;;;ZONAPROP.COM_RETIRO;200 QUINTANA, MANUEL, PRES.;PRESIDENTE QUINTANA;91;L;RETIRO;1;4.547.765.746;1
        PEÑA;2700;37;89000;2405,4;;2;1;35;;LATERAL;;;;0;SI;;BALCON;;INMUEBLESCLARIN.COM/BARIO NORTE;2700 PEÑA;PEÑA;100;L;RECOLETA;2;6.146.826.409;2
        GOYENA, PEDRO;700;114;327000;2868,4;;4;3;10;;FRENTE;;;SI;2;SI;;TERRAZA;;ZONAPROP/CABALLITO;700 GOYENA, PEDRO;AV. PEDRO GOYENA;94;L;CABALLITO;6;6.851.079.059;3
        BELGRANO;2500;59;118000;2000;;3;2;;;CONTRAFRENTE;;;;0;SI;;BALCON;;ZONAPROP.COM_SAN CRISTOBAL;2500 BELGRANO;AV. BELGRANO;100;L;BALVANERA;3;4.341.063.997;3
        PAUNERO;2700;100;269900;2699;5;4;4;15;;CONTRAFRENTE;;;;0;SI;SI;TERRAZA;;ARGENPROP.COM/PALERMO;2700 PAUNERO;PAUNERO;37;;PALERMO;14;15.773.573.191;2
        DEL LIBERTADOR;4400;270;750000;2777,8;;4;4;50;;FRENTE;;SI;SI;2;SI;SI;BALCON;;ARGENPROP.COM/PALERMO;4400 DEL LIBERTADOR;AV. DEL LIBERTADOR;100;L;PALERMO;14;15.773.573.191;2
        PERON, JUAN DOMINGO, TTE.;3400;30;73000;2433,3;;1;0;6;;CONTRAFRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/ALMAGRO;3400 PERON, JUAN DOMINGO, TTE.;TENIENTE GENERAL JUAN DOMINGO PERON;92;L;ALMAGRO;5;4.051.222.618;3
        HONDURAS;4700;40;95000;2375;;0;0;55;;CONTRAFRENTE;;;;1;;;TERRAZA;;ARGENPROP.COM/PALERMO;4700 HONDURAS;HONDURAS;100;L;PALERMO;14;15.773.573.191;2
        FOREST;300;227;327000;1440,5;;5;4;2;;FRENTE;;;SI;0;;;TERRAZA;;ZONAPROP/CHACARITA;300 FOREST;AV. FOREST;37;;CHACARITA;15;3.118.091.649;3
        CONDE;4400;50;138000;2760;3;2;1;;6;FRENTE;TRIPLEX;;SI;1;;;TERRAZA;;BUSCAINMUEBLE/SAAVEDRA;4400 CONDE;CONDE;100;L;SAAVEDRA;12;5.536.171.349;2
        BELGRANO;3000;35;85000;2428,6;6;0;0;4;;CONTRAFRENTE;;;SI;1;;;;;ARGENPROP.COM/BALVANERA;3000 BELGRANO;AV. BELGRANO;100;L;BALVANERA;3;4.341.063.997;3
        BELGRANO;3000;46;56000;1217,4;2;2;1;;;;;;;0;;;;;INMUEBLESCLARIN.COM/BALVANERA;3000 BELGRANO;AV. BELGRANO;100;L;BALVANERA;3;4.341.063.997;3
        RIVADAVIA;3100;108;105000;972,2;1;2;2;39;;CONTRAFRENTE;;;;0;;SI;BALCON;;ARGENPROP.COM/ALMAGRO;3100 RIVADAVIA;AV. RIVADAVIA;100;L;BALVANERA;3;4.341.063.997;3
        BELGRANO;3000;228;195000;855,3;;6;5;59;;FRENTE;;;;0;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BALVANERA;3000 BELGRANO;AV. BELGRANO;100;L;BALVANERA;3;4.341.063.997;3
        SEGUI, F. J., ALTE.;700;105;299000;2847,6;;4;3;10;;;;;SI;3;SI;SI;TERRAZA;;ZONAPROP.COM_PATERNAL;700 SEGUI, F. J., ALTE.;ALMIRANTE F. J. SEGUI;83;L;CABALLITO;6;6.851.079.059;3
        SARMIENTO;3700;92;198000;2152,2;2;2;2;45;;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/ALMAGRO;3700 SARMIENTO;AV. SARMIENTO;100;L;ALMAGRO;5;4.051.222.618;3
        SIMBRON;5800;52;87000;1673,1;;2;1;28;;CONTRAFRENTE;;;;0;SI;;BALCON;;ARGENPROP.COM/VERSALLES;5800 SIMBRON;SIMBRON;100;L;VILLA REAL;10;1.334.764,21;3
        CORDOBA;1400;144;315000;2187,5;;4;3;;70;LATERAL;;;;0;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BARIO NORTE;1400 CORDOBA;AV. CORDOBA;100;L;SAN NICOLAS;1;2.288.975.233;1
        PACHECO DE MELO, JOSE ANDRES;1800;98;310000;3163,3;;2;2;55;;FRENTE;;;;2;;;;;ARGENPROP.COM/BARRIONORTE;1800 PACHECO DE MELO, JOSE ANDRES;JOSE ANDRES PACHECO DE MELO;33;;RECOLETA;2;6.146.826.409;2
        SALTA;900;40;84000;2100;;1;1;4;;CONTRAFRENTE;;;;1;;;;;ZONAPROP/CONSTITUCION;900 SALTA;SALTA;100;L;CONSTITUCION;1;2.102.671.125;4
        BELGRANO;3200;43;65000;1511,6;6;1;1;30;;CONTRAFRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/BALVANERA;3200 BELGRANO;AV. BELGRANO;100;L;BALVANERA;3;4.341.063.997;3
        BELGRANO;3200;57;145000;2543,9;15;3;2;15;;CONTRAFRENTE;;;;0;SI;;;;INMUEBLESCLARIN.COM/ALMAGRO;3200 BELGRANO;AV. BELGRANO;100;L;BALVANERA;3;4.341.063.997;3
        DEL LIBERTADOR;300;348;1400000;4023;;0;0;;;;;;;0;;;;;ZONAPROP.COM_RETIRO;300 DEL LIBERTADOR;AV. DEL LIBERTADOR;100;L;RETIRO;1;4.547.765.746;1
        ROOSEVELT FRANKLIN D.;3200;90;195000;2166,7;;4;3;;;FRENTE;;;SI;1;;;TERRAZA;;ZONAPROP/BELGRANO;3200 ROOSEVELT FRANKLIN D.;FRANKLIN D. ROOSEVELT;96;L;COGHLAN;12;1.280.052,73;2
        HORNOS, GRAL.;800;35;73000;2085,7;;2;1;;;CONTRAFRENTE;;;;1;;;;;ZONAPROP/BARRACAS;800 HORNOS, GRAL.;GENERAL HORNOS;90;L;BARRACAS;4;7.878.302.179;4
        PUEYRREDON;1400;111;240000;2162,2;9;4;3;;;;;SI;;0;SI;;;;INMUEBLESCLARIN.COM/BARIO NORTE;1400 PUEYRREDON;AV. PUEYRREDON;100;L;RECOLETA;2;6.146.826.409;2
        SALGUERO, JERONIMO;1200;85;160000;1882,4;PB;2;2;30;;CONTRAFRENTE;;;;1;;;PATIO;;ARGENPROP.COM/PALERMO;1200 SALGUERO, JERONIMO;JERONIMO SALGUERO;96;L;PALERMO;14;15.773.573.191;2
        BELGRANO;3400;52;90000;1730,8;7;3;2;35;;CONTRAFRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/ALMAGRO;3400 BELGRANO;AV. BELGRANO;100;L;ALMAGRO;5;4.051.222.618;3
        BELGRANO;3600;34;67500;1985,3;;1;0;;;CONTRAFRENTE;;;;0;;;;;ZONAPROP.COM_SAN CRISTOBAL;3600 BELGRANO;AV. BELGRANO;100;L;ALMAGRO;5;4.051.222.618;3
        MITRE, BARTOLOME;4200;41;69000;1682,9;1;2;1;60;;CONTRAFRENTE;;;;0;;;TERRAZA;;INMUEBLESCLARIN.COM/ALMAGRO;4200 MITRE, BARTOLOME;BARTOLOME MITRE;95;L;ALMAGRO;5;4.051.222.618;3
        DIAZ, CNEL.;2100;77;330000;4285,7;;1;1;;;CONTRAFRENTE;;SI;SI;1;SI;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;2100 DIAZ, CNEL.;AV. CORONEL DIAZ;88;L;RECOLETA;2;6.146.826.409;2
        PEÑA;2500;55;265100;4820;8;2;1;;A ESTRENAR;FRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/BARIO NORTE;2500 PEÑA;PEÑA;100;L;RECOLETA;2;6.146.826.409;2
        RAFAELA;3700;45;118000;2622,2;;2;1;10;;FRENTE;;;SI;0;SI;SI;BALCON;;ZONAPROP.COM_LINIERS;3700 RAFAELA;RAFAELA;100;L;FLORESTA;10;2.321.309.375;3
        BELGRANO;3600;46;91000;1978,3;7;2;1;;A ESTRENAR;CONTRAFRENTE;;;;1;SI;;TERRAZA;;BUSCAINMUEBLE/ALMAGRO;3600 BELGRANO;AV. BELGRANO;100;L;ALMAGRO;5;4.051.222.618;3
        CORDOBA;6500;54;128000;2370,4;;3;2;;12;FRENTE;;;;1;;;TERRAZA;;ZONAPROP/CHACARITA;6500 CORDOBA;CORDOBA;100;L;CHACARITA;15;3.118.091.649;3
        INDEPENDENCIA;3600;75;148000;1973,3;;3;2;;A ESTRENAR;;;;SI;0;;;;;INMUEBLESCLARIN.COM/ALMAGRO;3600 INDEPENDENCIA;AV. INDEPENDENCIA;100;L;BOEDO;5;2.607.835.114;4
        TUCUMAN;3500;40;81000;2025;;1;1;;;FRENTE;;;SI;1;;;TERRAZA;;ZONAPROP/ALMAGRO;3500 TUCUMAN;TUCUMAN;100;L;ALMAGRO;5;4.051.222.618;3
